"id","13","0","5","14","12"
"OptionSeer","可以出售<color=#61b26c>灵媒</color>","Can sell <color=#61b26c>Seer</color>","Может продать <color=#61b26c>Провидца</color>","Can sell <color=#61b26c>Seer</color>","Can sell <color=#61b26c>Seer</color>"
"OptionBait","可以出售<color=#00f7ff>诱饵</color>","Can sell <color=#00f7ff>Bait</color>","Может продать <color=#00f7ff>Приманку</color>","Can sell <color=#00f7ff>Bait</color>","Can sell <color=#00f7ff>Bait</color>"
"OptionBeartrap","可以出售<color=#5a8fd0>陷阱师</color>","Can sell <color=#5a8fd0>Beartrap</color>","Может продать <color=#5a8fd0>Капкан</color>","Can sell <color=#5a8fd0>Beartrap</color>","Can sell <color=#5a8fd0>Beartrap</color>"
"OptionTiebreaker","可以出售<color=#1447af>破平者</color>","Can sell <color=#1447af>Tiebreaker</color>","Может продать <color=#1447af>Рещающего</color>","Can sell <color=#1447af>Tiebreaker</color>","Can sell <color=#1447af>Tiebreaker</color>"
"OptionOnbound","可以出售<color=#BAAAE9>不可被赌</color>","Can sell <color=#BAAAE9>Onbound</color>","Может продать <color=#BAAAE9>Непобедимого</color>","Can sell <color=#BAAAE9>Onbound</color>","Can sell <color=#BAAAE9>Onbound</color>"
"OptionDisregarded","可以出售<color=#FF6347>不受重视</color>","Can sell <color=#FF6347>Disregarded</color>","Может продать <color=#FF6347>Проигнорированого</color>","Can sell <color=#FF6347>Disregarded</color>","Can sell <color=#FF6347>Disregarded</color>"
"OptionLucky","可以出售<color=#b8d7a3>幸运加持</color>","Can sell <color=#b8d7a3>Lucky</color>","Может продать <color=#b8d7a3>Удачника</color>","Can sell <color=#b8d7a3>Lucky</color>","Can sell <color=#b8d7a3>Lucky</color>"
"OptionAutopsy","可以出售<color=#80ffdd>尸检</color>","Can sell <color=#80ffdd>Autopsy</color>","Может продать <color=#80ffdd>Врача</color>","Can sell <color=#80ffdd>Autopsy</color>","Can sell <color=#80ffdd>Autopsy</color>"
"OptionLoyal","可以出售<color=#B71556>忠诚</color>","Can sell <color=#B71556>Loyal</color>","Может продать <color=#B71556>Лояльного</color>","Can sell <color=#B71556>Loyal</color>","Can sell <color=#B71556>Loyal</color>"
"OptionSchizo","可以出售<color=#3a648f>双重人格</color>","Can sell <color=#3a648f>Schizophrenic</color>","Может продать <color=#3a648f>Шизофреника</color>","Can sell <color=#3a648f>Schizophrenic</color>","Can sell <color=#3a648f>Schizophrenic</color>"
"OptionNecroview","可以出售<color=#663399>死神</color>","Can sell <color=#663399>Necroview</color>","Может продать <color=#663399>Некровила</color>","Can sell <color=#663399>Necroview</color>","Can sell <color=#663399>Necroview</color>"
"OptionGravestone","可以出售<color=#2EA8E7>墓碑</color>","Can sell <color=#2EA8E7>Gravestone</color>","Может продать <color=#2EA8E7>Надгробного</color>","Can sell <color=#2EA8E7>Gravestone</color>","Can sell <color=#2EA8E7>Gravestone</color>"
"OptionGlow","可以出售<color=#2EA8E7>光辉</color>","Can sell <color=#E2F147>Glow</color>","Может продать <color=#E2F147>Светящейсего</color>","Can sell <color=#E2F147>Glow</color>","Can sell <color=#E2F147>Glow</color>"
"OptionBewilder","可以出售<color=#c894f5>迷幻者</color>","Can sell <color=#c894f5>Bewilder</color>","Может продать <color=#c894f5>Растерянного</color>","Can sell <color=#c894f5>Bewilder</color>","Can sell <color=#c894f5>Bewilder</color>"
"OptionAvenger","可以出售<color=#ffab1c>复仇者</color>","Can sell <color=#ffab1c>Avenger</color>","Может продать <color=#ffab1c>Мстителя</color>","Can sell <color=#ffab1c>Avenger</color>","Can sell <color=#ffab1c>Avenger</color>"

"## Twister Text Strings"
"TwisterCooldown","交换位置冷却","Twist Cooldown","Откат телеорта","Twist Cooldown","Twist Cooldown"
"TwisterButtonText","交换","Twist","ТЕЛЕПОРТ","Twist","Twist"

"## Inspector Text Strings"
"ParityCopTryHideMsg","尝试混淆<color=#0D57AF>检查员</color>指令（试验性）","Hide <color=#0D57AF>Inspector</color>'s commands","Скрыть команду <color=#0D57AF>Инспектора</color>","Hide <color=#0D57AF>Inspector</color>'s commands","Hide <color=#0D57AF>Inspector</color>'s commands"
"MaxParityCheckLimit","每场比赛的最大检查次数","Max inspections per game","Максимум проверок за всю игру","Max inspections per game","Max inspections per game"
"ParityCheckLimitPerMeeting","每次会议的最大检查次数","Max inspections per meeting","Максимум проверок за встречу","Max inspections per meeting","Max inspections per meeting"
"ParityCheckEgoistickCountMode","<color=#5600ff>利己主义者</color>记为","<color=#5600ff>Egoist</color> counts as","<color=#5600ff>Эгоист</color> считается как","<color=#5600ff>Egoist</color> counts as","<color=#5600ff>Egoist</color> counts as"
"ParityCheckTargetKnow","目标知道他们被<color=#0D57AF>检查员</color>检查过","Targets know they were checked by <color=#0D57AF>Inspector</color>","Цели могут знать что их проверил <color=#0D57AF>Инспектор</color>.","Targets know they were checked by <color=#0D57AF>Inspector</color>","Targets know they were checked by <color=#0D57AF>Inspector</color>"
"ParityCheckOtherTargetKnow","目标知道他们被检查的玩家","Targets know who they were checked with","Цели могут знать с кем их проверили","Targets know who they were checked with","Targets know who they were checked with"
"ParityCopDead","死后不能使用你的力量","You can not use your power after death","Вы не можете использовать свою способность после смерти","You can not use your power after death","You can not use your power after death"
"ParityCheckMax","达到每场比赛的最大检查次数！\n你不能再使用你的力量了","Max inspections per game reached!\nYou can not use your power anymore.","Достигнуто максимальное количество проверок за игру!\nВы больше не можете использовать свою способность.","Max inspections per game reached!\nYou can not use your power anymore.","Max inspections per game reached!\nYou can not use your power anymore."
"ParityCheckRound","达到每轮会议最大检查次数！\n你可以在下一轮再次检查","Max inspections per round reached!\nYou can check again in the next round.","Достигнуто максимальное количество проверок за раунд!\nВы можете повторить проверку в следующем раунде.","Max inspections per round reached!\nYou can check again in the next round.","Max inspections per round reached!\nYou can check again in the next round."
"ParityCheckSelf","哈！！你以为会这么容易。你不能检查自己","HA!! you thought it would be this easy. You can not check yourself","ХА!! Вы думали, что это будет так просто?\nВы не можете проверить самого себя","HA!! you thought it would be this easy. You can not check yourself","HA!! you thought it would be this easy. You can not check yourself"
"ParityCheckReveal","哈！你以为会这么容易。您不能检查已透露的身份","HA! you thought it would be this easy. You can not check a role that is revealed","ХА! Вы думали, что это будет так просто?\nВы не можете проверить роль которая уже раскрыта","HA! you thought it would be this easy. You can not check a role that is revealed","HA! you thought it would be this easy. You can not check a role that is revealed"
"ParityCheckTitle","[★ 检查信息 ★]","INSPECTOR ","ИНСПЕКТОР ","INSPECTOR ","INSPECTOR "
"ParityCheckTrue","<b>{0}</b>和<b>{1}</b>在同一阵营！","<b>{0}</b> and <b>{1}</b> are in the same team!","<b>{0}</b> и <b>{1}</b> в одной команде!","<b>{0}</b> and <b>{1}</b> are in the same team!","<b>{0}</b> and <b>{1}</b> are in the same team!"
"ParityCheckFalse","<b>{0}</b>和<b>{1}</b>不在同一阵营！","<b>{0}</b> and <b>{1}</b> are <color=#ff1919>NOT</color> in the same team!","<b>{0}</b> и <b>{1}</b> НЕ в одной команде!","<b>{0}</b> and <b>{1}</b> are <color=#ff1919>NOT</color> in the same team!","<b>{0}</b> and <b>{1}</b> are <color=#ff1919>NOT</color> in the same team!"
"ParityCheckTargetMsg","由检查员检查"," were checked by Inspector."," были проверены инспектором"," were checked by Inspector."," were checked by Inspector."
"ParityCheckHelp","指令：/cp [1号玩家 ID] [2号玩家 ID] \n示例 /cp 1 5\n你可以在每个人的名字前面看到玩家ID\n或者使用/id指令列出玩家id","Instructions: /cp [Player ID 1] [Player ID 2] \nExample: /cp 1 5 \nYou can see the player IDs before everyone's names \n or use the /id command to list the player IDs","Инструкция: /cp [номер игрока 1] [номер игрока 2] \nПример: /cp 1 5 \nВы можете видеть номера игроков слева от их никнеймов\n или использовать команду /id для просмотра номеров игроков","Instructions: /cp [Player ID 1] [Player ID 2] \nExample: /cp 1 5 \nYou can see the player IDs before everyone's names \n or use the /id command to list the player IDs","Instructions: /cp [Player ID 1] [Player ID 2] \nExample: /cp 1 5 \nYou can see the player IDs before everyone's names \n or use the /id command to list the player IDs"
"ParityCheckNull","请选择存活玩家的ID以查看其阵营","Please select an ID of a living player to check their team","Пожалуйста, выберите номер живого игрока, чтобы проверить его команду","Please select an ID of a living player to check their team","Please select an ID of a living player to check their team"
"EgoistCountMode.Original","原来","Original","Оригинал","Original","Original"
"EgoistCountMode.Neutral","中立","Neutral","Нейтрал","Neutral","Neutral"
"ParityCheckBaitCountMode","如果<color=#00f7ff>诱饵</color>在第一次会议上透露的话，则<color=#00f7ff>诱饵</color>将计为展示身份","<color=#00f7ff>Bait</color> counts as revealing role if <color=#00f7ff>Bait</color> reveal on first meeting is on","<color=#00f7ff>Байт</color> считается раскрывающей ролью, если раскрытие <color=#00f7ff>Байта</color> на первой встрече включено","<color=#00f7ff>Bait</color> counts as revealing role if <color=#00f7ff>Bait</color> reveal on first meeting is on","<color=#00f7ff>Bait</color> counts as revealing role if <color=#00f7ff>Bait</color> reveal on first meeting is on"
"ParityCheckRevealTarget","当任务完成时，目标将会知道其他目标的阵营","When tasks done, target knows team of other target","Когда задания выполнены, цель знает команду другой цели","When tasks done, target knows team of other target","When tasks done, target knows team of other target"
"ParityCopTargetReveal","看起来<b>{0}</b>与团队<b>{1}</b>一致"," Looks like <b>{0}</b> is aligned with team <b>{1}</b>","Похоже что <b>{0}</b> присоединяется к команде <b>{1}</b>"," Looks like <b>{0}</b> is aligned with team <b>{1}</b>"," Looks like <b>{0}</b> is aligned with team <b>{1}</b>"

"## Jailer Text Strings"
"JailerJailCooldown","监狱冷却时间","Jail cooldown","Откат способности","Jail cooldown","Jail cooldown"
"JailerMaxExecution","最多处决玩家","Maximum executions","Максимум казней","Maximum executions","Maximum executions"
"JailerNBCanBeExe","可以处决<color=#7f8c8d>友好中立</color>","Can execute <color=#7f8c8d>Neutral Benign</color>","Может казнить <color=#7f8c8d>Добрых Нейтралов</color>","Can execute <color=#7f8c8d>Neutral Benign</color>","Can execute <color=#7f8c8d>Neutral Benign</color>"
"JailerNCCanBeExe","可以处决<color=#7f8c8d>混沌中立</color>","Can execute <color=#7f8c8d>Neutral Chaos</color>","Может казнить <color=#7f8c8d>Нейтральный Хаос</color>","Can execute <color=#7f8c8d>Neutral Chaos</color>","Can execute <color=#7f8c8d>Neutral Chaos</color>"
"JailerNECanBeExe","可以处决<color=#7f8c8d>邪恶中立</color>","Can execute <color=#7f8c8d>Neutral Evil</color>","Может казнить <color=#7f8c8d>Злых Нейтралов</color>","Can execute <color=#7f8c8d>Neutral Evil</color>","Can execute <color=#7f8c8d>Neutral Evil</color>"
"JailerNKCanBeExe","可以处决<color=#7f8c8d>带刀中立</color>","Can execute <color=#7f8c8d>Neutral Killing</color>","Может казнить <color=#7f8c8d>Нейтральных Убийц</color>","Can execute <color=#7f8c8d>Neutral Killing</color>","Can execute <color=#7f8c8d>Neutral Killing</color>"
"JailerCovenCanBeExe","可以处决<color=#663399>巫师阵营</color>","Can execute <color=#663399>Coven</color>","Может казнить <color=#663399>Ковенов</color>","Can execute <color=#663399>Coven</color>","Can execute <color=#663399>Coven</color>"
"JailerCKCanBeExe","可以处决<color=#8cffff>带刀船员</color>","Can execute <color=#8cffff>Crew Killing</color>","Может казнить <color=#8cffff>Членов Экипажа Убийц</color>","Can execute <color=#8cffff>Crew Killing</color>","Can execute <color=#8cffff>Crew Killing</color>"
"JailerTargetAlreadySelected","您已经选择了目标","You have already selected a target","Вы уже выбрали цель","You have already selected a target","You have already selected a target"
"SuccessfullyJailed","目标成功进入监狱","Target successfully jailed","Цель успешно посажена","Target successfully jailed","Target successfully jailed"
"CantGuessJailed","您无法猜测目标","You can not guess the target","Вы не можете угадать цель","You can not guess the target","You can not guess the target"
"JailedCanOnlyGuessJailer","您已进入监狱。只能猜测狱警","You have been jailed. You can only guess Jailor.","Вы были посажены. Вы можете только можете угадывать Тюремщика.","You have been jailed. You can only guess Jailor.","You have been jailed. You can only guess Jailor."
"CanNotTrialJailed","您不能审判目标","You can not trial the target.","Вы не можете засудить цель.","You can not trial the target.","You can not trial the target."
"notifyJailedOnMeeting","会议开始时通知进监狱的玩家","Notify jailed player when meeting starts","Уведомить посаженных игроков при начале собрания","Notify jailed player when meeting starts","Notify jailed player when meeting starts"
"JailedNotifyMsg","你被狱警关进了监狱。没有人可以猜测或审判你，你只能猜测狱警\n如果狱警投票给你，你将在会议结束后被处决","You have been locked up in jail by the Jailor. No one can guess or judge you and you can only guess Jailor.\n\nIf Jailor votes you, you will be executed after the meeting ends.","Вы были заперты в тюрьме Тюремщика. Никто не может угадать или осудить вас, а вы можете угадывать только роль Тюремщика.\n\nЕсли Тюремщик проголосует за вас, то после окончания встрачи вы будете казнены.","You have been locked up in jail by the Jailor. No one can guess or judge you and you can only guess Jailor.\n\nIf Jailor votes you, you will be executed after the meeting ends.","You have been locked up in jail by the Jailor. No one can guess or judge you and you can only guess Jailor.\n\nIf Jailor votes you, you will be executed after the meeting ends."
"JailerTitle","【★ 监狱信息 ★】","Jailor","ТЮРЬМА","Jailor","Jailor"

"## CopyCat Text Strings"
"CopyCatCopyCooldown","模仿冷却时间","Copy cooldown","Откат подражания","Copy cooldown","Copy cooldown"
"CopyCatMiscopyLimit","直到自杀的错误模仿次数","Number of miscopy until suicide","Количество промахов до суицида","Number of miscopy until suicide","Number of miscopy until suicide"
"CopyCatRoleChange","您的身份已模仿为<b>{0}</b>","Your role has been changed to <b>{0}</b>","Твоя роль была изменена на <b>{0}</b>","Your role has been changed to <b>{0}</b>","Your role has been changed to <b>{0}</b>"
"CopyCatAlreadyCopy","你已经在本轮游戏中复制了一个身份","You have already copied a role in this round","Ты уже скопировал роль в этом раунде","You have already copied a role in this round","You have already copied a role in this round"
"CopyCatCanNotCopy","不能模仿该目标的身份","You can not copy target's role","Ты не можешь скопировать роль цели","You can not copy target's role","You can not copy target's role"
"CopyCatCanKill","模仿者可以在模仿错误时被击杀","CopyCat can kill when miscopy","Подражатель может убить когда не может скопировать","CopyCat can kill when miscopy","CopyCat can kill when miscopy"
"CopyButtonText","模仿","Copy","СКОПИРОВАТЬ","Copy","Copy"
"CopyCrewVar","可以复制船员身份的邪恶体","Can copy evil variants of crew roles","Может копировать злые варианты ролей Члено Экипажа","Can copy evil variants of crew roles","Can copy evil variants of crew roles"

"## Cleanser Text Strings"
"MaxCleanserUses","最大清洗次数","Max cleanses","Максимум очищенний","Max cleanses","Max cleanses"
"CleansedCanGetAddon","被清洗的玩家能否再获得附加职业","Cleansed player can get Add-on","Очищенный игрок сможет получить Атрибуты","Cleansed player can get Add-on","Cleansed player can get Add-on"
"CleanserTitle","【★ 清洗信息 ★】","CLEANSER","Сообщение о очищении","CLEANSER","CLEANSER"
"CleanserRemoveSelf","那么喜欢清洗自己是吧？","You can not cleanse yourself","Вы не можете очистить себя","You can not cleanse yourself","You can not cleanse yourself"
"CleanserRemovedRole","<b>{0}</b> 已被清洗。所有附加职业将在会议结束后删除","<b>{0}</b> has been cleansed. All their Addons will be removed after the meeting.","<b>{0}</b> был очищен. Все его Атрибуты будут удалены после встречи","<b>{0}</b> has been cleansed. All their Addons will be removed after the meeting.","<b>{0}</b> has been cleansed. All their Addons will be removed after the meeting."
"LostAddonByCleanser","您的所有附加职业都已被清洗者移除","All your Addons were removed by the cleanser","Все ваши Атрибуты были удалены Очистителем","All your Addons were removed by the cleanser","All your Addons were removed by the cleanser"

"## Werewolf Text Strings"
"MaulKillButtonText","伤害","Maul","РАСТЕРЗАТЬ","Maul","Maul"
"KillCooldownAfterKilling","击杀后冷却","Kill Cooldown After Killing","Откат убийства после убийства","Kill Cooldown After Killing","Kill Cooldown After Killing"

"## Autopsy Text Strings"
"ImpCanBeAutopsy","<color=#ff1919>内鬼阵营</color>可以成为<color=#80ffdd>尸检</color>","<color=#ff1919>Impostors</color> can become <color=#80ffdd>Autopsy</color>","<color=#ff1919>Предатели</color> могут стать <color=#80ffdd>Врачом</color>","<color=#ff1919>Impostors</color> can become <color=#80ffdd>Autopsy</color>","<color=#ff1919>Impostors</color> can become <color=#80ffdd>Autopsy</color>"
"CrewCanBeAutopsy","<color=#8cffff>船员阵营</color>可以成为<color=#80ffdd>尸检</color>","<color=#8cffff>Crewmates</color> can become <color=#80ffdd>Autopsy</color>","<color=#8cffff>Члены Экипажа</color> могут стать <color=#80ffdd>Врачом</color>","<color=#8cffff>Crewmates</color> can become <color=#80ffdd>Autopsy</color>","<color=#8cffff>Crewmates</color> can become <color=#80ffdd>Autopsy</color>"
"NeutralCanBeAutopsy","<color=#7f8c8d>中立阵营</color>可以成为<color=#80ffdd>尸检</color>","<color=#7f8c8d>Neutrals</color> can become <color=#80ffdd>Autopsy</color>","<color=#7f8c8d>Нейтралы</color> могут стать <color=#80ffdd>Врачом</color>","<color=#7f8c8d>Neutrals</color> can become <color=#80ffdd>Autopsy</color>","<color=#7f8c8d>Neutrals</color> can become <color=#80ffdd>Autopsy</color>"

"## Bewilder Text Strings"
"ImpCanBeBewilder","<color=#ff1919>内鬼阵营</color>可以成为<color=#c894f5>迷幻者</color>","<color=#ff1919>Impostors</color> can become <color=#c894f5>Bewilder</color>","<color=#ff1919>Предатели</color> могут стать <color=#c894f5>Растёрянным</color>","<color=#ff1919>Impostors</color> can become <color=#c894f5>Bewilder</color>","<color=#ff1919>Impostors</color> can become <color=#c894f5>Bewilder</color>"
"CrewCanBeBewilder","<color=#8cffff>船员阵营</color>可以成为<color=#c894f5>迷幻者</color>","<color=#8cffff>Crewmates</color> can become <color=#c894f5>Bewilder</color>","<color=#8cffff>Члены Экипажа</color> могут стать <color=#c894f5>Растёрянным</color>","<color=#8cffff>Crewmates</color> can become <color=#c894f5>Bewilder</color>","<color=#8cffff>Crewmates</color> can become <color=#c894f5>Bewilder</color>"
"NeutralCanBeBewilder","<color=#7f8c8d>中立阵营</color>可以成为<color=#c894f5>迷幻者</color>","<color=#7f8c8d>Neutrals</color> can become <color=#c894f5>Bewilder</color>","<color=#7f8c8d>Нейтралы</color> могут стать <color=#c894f5>Растёрянным</color>","<color=#7f8c8d>Neutrals</color> can become <color=#c894f5>Bewilder</color>","<color=#7f8c8d>Neutrals</color> can become <color=#c894f5>Bewilder</color>"

"## Sunglasses Text Strings"
"ImpCanBeSunglasses","<color=#ff1919>内鬼阵营</color>可以变成<color=#E7C12B>患者</color>","<color=#ff1919>Impostors</color> can become <color=#E7C12B>Sunglasses</color>","<color=#ff1919>Предатели</color> могут стать <color=#E7C12B>Солнцезащитным</color>","<color=#ff1919>Impostors</color> can become <color=#E7C12B>Sunglasses</color>","<color=#ff1919>Impostors</color> can become <color=#E7C12B>Sunglasses</color>"
"CrewCanBeSunglasses","<color=#8cffff>船员阵营</color>可以变成<color=#E7C12B>患者</color>","<color=#8cffff>Crewmates</color> can become <color=#E7C12B>Sunglasses</color>","<color=#8cffff>Члены Экипажа</color> могут стать <color=#E7C12B>Солнцезащитным</color>","<color=#8cffff>Crewmates</color> can become <color=#E7C12B>Sunglasses</color>","<color=#8cffff>Crewmates</color> can become <color=#E7C12B>Sunglasses</color>"
"NeutralCanBeSunglasses","<color=#7f8c8d>中立阵营</color>可以变成<color=#E7C12B>患者</color>","<color=#7f8c8d>Neutrals</color> can become <color=#E7C12B>Sunglasses</color>","<color=#7f8c8d>Нейтралы</color> могут стать <color=#E7C12B>Солнцезащитным</color>","<color=#7f8c8d>Neutrals</color> can become <color=#E7C12B>Sunglasses</color>","<color=#7f8c8d>Neutrals</color> can become <color=#E7C12B>Sunglasses</color>"
"SunglassesVision","<color=#E7C12B>患者</color>的视野","<color=#E7C12B>Sunglasses</color> Vision","Обзор <color=#E7C12B>Солнцезащитного</color>","<color=#E7C12B>Sunglasses</color> Vision","<color=#E7C12B>Sunglasses</color> Vision"

"## Loyal Text Strings"
"ImpCanBeLoyal","<color=#ff1919>内鬼阵营</color>可以成为<color=#B71556>忠诚</color>","<color=#ff1919>Impostors</color> can become <color=#B71556>Loyal</color>","<color=#ff1919>Предатели</color> могут стать <color=#B71556>Лояльным</color>","<color=#ff1919>Impostors</color> can become <color=#B71556>Loyal</color>","<color=#ff1919>Impostors</color> can become <color=#B71556>Loyal</color>"
"CrewCanBeLoyal","<color=#8cffff>船员阵营</color>可以成为<color=#B71556>忠诚</color>","<color=#8cffff>Crewmates</color> can become <color=#B71556>Loyal</color>","<color=#8cffff>Члены Экипажа</color> могут стать <color=#B71556>Лояльным</color>","<color=#8cffff>Crewmates</color> can become <color=#B71556>Loyal</color>","<color=#8cffff>Crewmates</color> can become <color=#B71556>Loyal</color>"

"## Lazy Text Strings"
"TasklessCrewCanBeLazy","没有任务的<color=#8cffff>船员阵营</color>可以成为<color=#A4DFFE>懒人</color>","<color=#8cffff>Crewmates</color> without tasks can be <color=#A4DFFE>Lazy</color>","<color=#8cffff>Члены Экипажа</color> без заданий могут стать <color=#A4DFFE>Ленивым</color>","<color=#8cffff>Crewmates</color> without tasks can be <color=#A4DFFE>Lazy</color>","<color=#8cffff>Crewmates</color> without tasks can be <color=#A4DFFE>Lazy</color>"
"TaskBasedCrewCanBeLazy","以任务为基础<color=#8cffff>船员阵营</color>可以成为<color=#A4DFFE>懒人</color>","Task based <color=#8cffff>crewmates</color> can be <color=#A4DFFE>Lazy</color>","<color=#8cffff>Члены Экипажа</color> основанные на заданиях, могут стать <color=#A4DFFE>Ленивыми</color>","Task based <color=#8cffff>crewmates</color> can be <color=#A4DFFE>Lazy</color>","Task based <color=#8cffff>crewmates</color> can be <color=#A4DFFE>Lazy</color>"

"## Madmate Text Strings"
"SheriffCanBeMadmate","<color=#f8cd46>警长</color>可以成为<color=#ff1919>叛徒</color>","<color=#ffb347>Sheriff</color> can become <color=#ff1919>Madmate</color>","<color=#f8cd46>Шериф</color> может стать <color=#ff1919>Безумцем</color>","<color=#f8cd46>警長</color>可以成為<color=#ff1919>叛徒</color>","<color=#f8cd46>警长</color>可以成为<color=#ff1919>叛徒</color>"
"MayorCanBeMadmate","<color=#204d42>市长</color>可以成为<color=#ff1919>叛徒</color>","<color=#204d42>Mayor</color> can become <color=#ff1919>Madmate</color>","<color=#204d42>Мэр</color> может стать <color=#ff1919>Безумцем</color>","<color=#204d42>市長</color>可以成為<color=#ff1919>叛徒</color>","<color=#204d42>市长</color>可以成为<color=#ff1919>叛徒</color>"
"NGuesserCanBeMadmate","<color=#f0e68c>正义赌怪</color>可以成为<color=#ff1919>叛徒</color>","<color=#f0e68c>Vigilante</color> can become <color=#ff1919>Madmate</color>","<color=#f0e68c>Добрый Угадыватель</color> может стать <color=#ff1919>Безумцем</color>","<color=#f0e68c>正義賭怪</color>可以成為<color=#ff1919>叛徒</color>","<color=#f0e68c>正义赌怪</color>可以成为<color=#ff1919>叛徒</color>"
"SnitchCanBeMadmate","<color=#b8fb4f>告密者</color>可以成为<color=#ff1919>叛徒</color>","<color=#b8fb4f>Snitch</color> can become <color=#ff1919>Madmate</color>","<color=#b8fb4f>Стукач</color> может стать <color=#ff1919>Безумцем</color>","<color=#b8fb4f>告密者</color>可以成為<color=#ff1919>叛徒</color>","<color=#b8fb4f>告密者</color>可以成为<color=#ff1919>叛徒</color>"
"JudgeCanBeMadmate","<color=#f8d85a>法官</color>可以成为<color=#ff1919>叛徒</color>","<color=#f8d85a>Judge</color> can become <color=#ff1919>Madmate</color>","<color=#f8d85a>Судья</color> может стать <color=#ff1919>Безумцем</color>","<color=#f8d85a>法官</color>可以成為<color=#ff1919>叛徒</color>","<color=#f8d85a>法官</color>可以成为<color=#ff1919>叛徒</color>"
"MarshallCanBeMadmate","<color=#5573AA>展现者</color>可以成为<color=#ff1919>叛徒</color>","<color=#5573AA>Marshall</color> can become <color=#ff1919>Madmate</color>","<color=#5573AA>Маршалл</color> может стать <color=#ff1919>Безумцем</color>","<color=#5573AA>Marshall</color> can become <color=#ff1919>Madmate</color>","<color=#5573AA>Marshall</color> can become <color=#ff1919>Madmate</color>"
"FarseerCanBeMadmate","<color=#BA55D3>预言家</color>可以成为<color=#ff1919>叛徒</color>","<color=#BA55D3>Overseer</color> can become <color=#ff1919>Madmate</color>","<color=#BA55D3>Смотритель</color> может стать <color=#ff1919>Безумцем</color>","<color=#BA55D3>Overseer</color> can become <color=#ff1919>Madmate</color>","<color=#BA55D3>Overseer</color> can become <color=#ff1919>Madmate</color>"
"RetributionistCanBeMadmate","<color=#228B22>惩罚者</color>可以成为<color=#ff1919>叛徒</color>","<color=#228B22>Retributionist</color> can become <color=#ff1919>Madmate</color>","<color=#228B22>Возмездник</color> может стать <color=#ff1919>Безумцем</color>","<color=#228B22>Retributionist</color> can become <color=#ff1919>Madmate</color>","<color=#228B22>Retributionist</color> can become <color=#ff1919>Madmate</color>"

"## Gangster Text Strings"
"GanSheriffCanBeMadmate","可以招募<color=#f8cd46>警长</color>","<color=#f8cd46>Sheriff</color> can be converted","<color=#f8cd46>Шериф</color> может быть превращен","可以招募<color=#f8cd46>警長</color>","可以招募<color=#f8cd46>警长</color>"
"GanMayorCanBeMadmate","可以招募<color=#204d42>市长</color>","<color=#204d42>Mayor</color> can be converted","<color=#204d42>Мэр</color> может быть превращен","可以招募<color=#204d42>市長</color>","可以招募<color=#204d42>市长</color>"
"GanNGuesserCanBeMadmate","可以招募<color=#f0e68c>正义赌怪</color>","<color=#f0e68c>Vigilante</color> can be converted","<color=#f0e68c>Добрый Угадыватель</color> может быть превращен","可以招募<color=#f0e68c>正義賭怪</color>","可以招募<color=#f0e68c>正义赌怪</color>"
"GanJudgeCanBeMadmate","可以招募<color=#f8d85a>法官</color>","<color=#f8d85a>Judge</color> can be converted","<color=#f8d85a>Судья</color> может быть превращен","可以招募<color=#f8d85a>法官</color>","可以招募<color=#f8d85a>法官</color>"
"GanMarshallCanBeMadmate","可以招募<color=#5573AA>展现者</color>","<color=#5573AA>Marshall</color> can be converted","<color=#5573AA>Маршалл</color> может быть превращен","<color=#5573AA>Marshall</color> can be converted","<color=#5573AA>Marshall</color> can be converted"
"GanRetributionistCanBeMadmate","可以招募<color=#228B22>惩罚者</color>","<color=#228B22>Retributionist</color> can be converted","<color=#228B22>Возмездник</color> может быть превращен","<color=#228B22>Retributionist</color> can be converted","<color=#228B22>Retributionist</color> can be converted"
"GanFarseerCanBeMadmate","可以招募<color=#BA55D3>预言家</color>","<color=#BA55D3>Overseer</color> can be converted","<color=#BA55D3>Смотритель</color> может быть превращен","<color=#BA55D3>Overseer</color> can be converted","<color=#BA55D3>Overseer</color> can be converted"

"## Rascal Text Strings"
"RascalAppearAsMadmate","驱逐显示为<color=#ff1919>叛徒</color>","Appear As <color=#ff1919>Madmate</color> On Ejection","Отображать как <color=#ff1919>Безумца</color> при изгнании","Appear As <color=#ff1919>Madmate</color> On Ejection","Appear As <color=#ff1919>Madmate</color> On Ejection"

"## Councillor Text Strings"
"CouncillorDead","对不起，你不能谋杀","Sorry, you can't murder from the dead.","Извините, вы не можете убить из мертвых","Sorry, you can't murder from the dead.","Sorry, you can't murder from the dead."
"CouncillorMurderMax","对不起，你已经达到谋杀案的最高数量","Sorry, you've reached the maximum amount of murders.","Извините, вы достигли максимального количества убийств","Sorry, you've reached the maximum amount of murders.","Sorry, you've reached the maximum amount of murders."
"LaughToWhoMurderSelf","哈哈哈，谁会想到有人愚蠢到会自杀呢？\n我猜它恰好是…你！","Hahaha, who would've thought someone was stupid enough to murder themselves?\n\nGuess it happens to be... YOU!","Хахаха, кто бы мог подумать, что кто-то настолько глуп, чтобы убить себя?\n\nПохоже это... ТЫ!","Hahaha, who would've thought someone was stupid enough to murder themselves?\n\nGuess it happens to be... YOU!","Hahaha, who would've thought someone was stupid enough to murder themselves?\n\nGuess it happens to be... YOU!"
